
"Reference number","2024-00382311"
"Entity number","0629759533"
"Accounting period start date","2023-01-01"
"Accounting period end date","2023-12-31"
"Model code","m230-f-p"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","APPART'CITY"
"Entity address street","Rue Gilles Martinet"
"Entity address number","125"
"Entity postal code","34077"
"Entity city","Montpellier"
"Entity country","France"
"General assembly date","2024-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Entreprise étrangère"
