
"Reference number","2023-00093514"
"Entity number","0501666182"
"Accounting period start date","2022-01-01"
"Accounting period end date","2022-12-31"
"Model code","m140-f-p"
"Deposit type","Initial"
"Language","nl"
"Currency","EUR"
"Entity name","PALAESTRA"
"Entity address street","Magdalenastraat"
"Entity address number","30"
"Entity postal code","8200"
"Entity city","Sint-Andries"
"Entity country","België"
"General assembly date","2023-05-08"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Vereniging zonder winstoogmerk"
