
"Reference number","2022-20295948"
"Entity number","0629759533"
"Accounting period start date","2020-10-01"
"Accounting period end date","2021-12-31"
"Model code","m230-f-p"
"Deposit type","Initial"
"Language","fr"
"Currency","EUR"
"Entity name","APPART'CITY"
"Entity address street","Rue Gilles Martinet"
"Entity address number","125"
"Entity postal code","34077"
"Entity city","Montpellier"
"Entity country","France"
"General assembly date","2022-06-30"
"Liquidation flag","FALSE"
"Correction flag","FALSE"
"Legal form","Entreprise étrangère"
